ulasan_bersih,sentimen
parah aplikasi anak bangsa makin hari ongkos makin naik aja terus dapat driver jauh jauh lgii udah gak kek dulu tolong aplikasi gojek ini untuk mempermudah dong jgn untuk mencari laba gede doang mksih karya anak bangsa mana,negatif
aplikasi nya sangat membantu daripada maxim yg di bilang murah tapii cari dravernya lama,positif
saya kasih bintang dulu karena saat saya cod makanan saya suruh beli  dia kasih  dan saya harus membayarnya duakalilipat dan saya kesal karna rugi,netral
banyak voucer dan promoaplikasi cpat dan tidak lemotbravo gojeksll cinta untuk mu😙😙😙😙,positif
sudah  jam trx saya di alfamart belum juga dapat cashback  hingga k bohong yah promonya,negatif
sekarang susah pakai apk gojek harus tentuin lokasi udah di atur tetep gak bisa jadi ribet,negatif
mau nanya yang gabisa aktivasi ktp sama selfie padahal udh real dan udah ganti ganti tempat tetep gabisa kenapa ya,positif
saya sangat kecewa dg aplikasi gojek sdh saya laporkan kendala saya perihal top up saldo gopay saya namun tdk ditanggepi dg baik dan tdk diselesaikan jdi saldo saya yg tersedot oleh aplikasi gojek tdk dikembalikan saya sbg customer peringkat juragan sangat amat kecewa  berasa ditipu oleh aplikasi tepercaya,negatif
ada yg baik ramah tp masih ada jg beberapa yg kurang  kebersihan helem jaket dn speda motor kurang terawat,positif
banyak penambahan biaya lain dan pelayanan sama sekali makin buruk mendapatkan driver yg jauh padahal ada yg lebih dekat bagaimana ini penambahan biaya di gofood juga biaya bungkus ternyata tidak masuk ke resto lalu masuk kemana apa diakan gojek sndiri vocer saya juga tiba hilang sudah protes ke email sampai sekarang tidak ada tanggapan makin kesini makin buruk pelayanan ya,negatif
ini kenapa ya kemari sya update apk gojek sya biar bisa transfer dah fto ktp dll udah bisa transfer ada fitur tarik kmari saya tarik rb dari saldo gopay saya katanya nunggu  hari eh tiba saldo gopay kepotong rb tapi tah kmna  rb ny,netral
kecewa akun gopay saya tiba tiba tidak jadi gopay plus lagi padahal sering banget saya melakukan transaksi di aplikasi gojek trsebut,negatif
bikin diskon gk ngotak bangat tertera potongan rb dan gratis ongkir rb minimal pembelanjaan rb harga produk rb hasil potongan akhir diskon rb yg benar potongan rb atau rb nih itu aja sih hehe,negatif
cma saran ajdaripada pke apk krya anak bangsa yg mengecewakan mending pindah ke apk karya anak bangsa lain yg lbh efisien waktulgi buru driver depan mata pas pesen dpt drivernya malah yg jauhalhasil telatga seusai slogan gojeksistem yg dlu kemana jek,negatif
makin gak jelas skrg voucher gak bisa di gabung jadi percuma dpt voucher tp masih mahal  uninstall jadi nya,negatif
sumpah ni aplikasi keren banget banyak promo nya jugaasemoga aplikasi buatan indonesia maikin hebatapalagi kalo gasalah gojek dibikin sama mentri pendidikan yaa nadiem makarin,positif
udh  thn pake aplikasi ini sering bget hrs update ribeett bget pas mo perlu kudu update dulu mana kuota tinggal dikit butuh mendesak lagi ribbettt,netral
sangat terbantu dengan ada nya ojek online seperti gojek dan ongkos sangatsangat murah satu aplikasi bisa  kegunaan bukan hanya bisa naik gojek sajamakan pun bisa pesan di gojekthanks gojek driver ojol nya sangat baik sekali thanks juga driver gojek and gocar,positif
susah banget cari driver lebih baik ga usah ada promosy jualan online jd banya kendala gara ini 😫,negatif
kenapa nihc boss kenapa saya ungrek buat tarik atau kirim uang kok ngk di proses proses kenapa sihcc padahal penting ungrek poto kamu keterangan cahaya terus kedua poto kamu gelapp kg danta terang salah sedang salah tolong dong bantu 😊,positif
untuk para custumer biaya mahal itu bukan untuk driver tapiuntuk pihak gojek yg kata nya untuk meningkat kan aplikasi driver tetep menerima  bersih selebihnya pihak gojek yg ambil pihak aplikator gada puas nya serakah biar pada tau driver makin di peras untuk kepentingan petinggi gojek yg serakah,negatif
akhir akhir ini gojek harga nya bersahabat banget jadi makin sukak  biasanya sy move ke aplikasi sebelah krn banyak promo kali ini balik ke gojek lagi aja😊,positif
kalo bisa tambah nominal untuk pembelia pulsa sampai nilai paling kecil  buat di jadiin jualan pulsa  jadi gak usah pake paytren atai yg lain lagi,positif
kali jadi penumpang mah ga usah banyak cincong lu pada udh tau mobil cayla ac belakang hanya blower,negatif
untukoprasionalnya yg dilapanganklo pada saat gerimis atau setelah hujan redacari gojek susahklo pun dpt tarif nya naik lumayan 😶😶😶 makin kesini driver nya pakai sandal kurang rapi dan bersih,positif
knp aplikasi gojek tdk bisa d download  gagal trz klo mw download  download yg lain aman aja tuh  zzzzz pdhl suka pake gojek tp knp ga bz d download,negatif
jujur saya suka aplikasi gojek tapi saya pernah hapus aplikasi lalu saya download lagi gak bisa harus download x baru bisa,positif
complain ni  diskon gocar knp tdak pernah ada lagi ya  hari ini saya baru isi gopayttp harga untuk memesan gocar knp ttp sama ya dgn bayar tunai  harga sudah lebih mahal dari apk grap dulunya lebih murah pakai apk gojek dri pada grapknpa ya  akhira saya bralih lg ke grap krn harga lbih murah tunai dan lbih murah lg byar dgn ovo,negatif
bagaimana ini gojek saya ini masih  tahun saya ingin transfer saldo gopay ke temen tapi karena saya tidak punya ktp sim dan paspor jadi saya gak bisa upgrade gopay nyacoba kalo ada verifikasi untuk akte kelahiran atau ijazah tolong dibantu ya,negatif
pesan  gojek kok yg datang  malah yg  gk mau tau lgsaling ngototakhirnya dari pada ribut gue bayar aja  nyatapi abg yg  nya baik bgetikhlastolong gojek aplikasinya di perbaiki,netral
makin kesinini gojek makin tidak memuaskankadang pesan food selalu lama dpt driveryg kadang posisiny driver jauh,negatif
kurang mantul karna sudh tidak ada applikasi go mart padahal tuh applikasi sangat membantu ibu rumah tangga seperti saya ini pakai goshop  godaily malah ribet sm drivery pd bilang gk ada uang buat nalangin  blablabla hadeeuuhh,negatif
pernah pake aplikasi di daerah gresik tapi malah bertuliskan maaf driver tidak tersedia di kota ini ini aplikasi macam apa katanya seluruh indonesia ini nih yng bikin pindah kesebelah,negatif
ini membantu saya banget setiap aktivitas mau sekolah atau pergi dan mama saya klo pergi pergi suka banget pake ini thanks gojek boleh lha kyk dlu lagi gratis bayarnya,positif
kok gua pesen harga nya beda sama punya temen gua  padahal tempat nya sama tujuan nya sama  luci aplikasi ini,negatif
telat bayar paylater padahal sudah di bayar sama dendanya langsung gk bs d pake lagi paylater nya kecewa,negatif
kalo pesen gofood itu ada biaya lainnya maksudnya apa ya mana mahal banget lagi hadehhh makin kesini malah makin banyak biaya² 😞,negatif
saya menyelesaikan misi tgl  seharusnya dapet hadiah rp  tp kok hadiah nya ngak ada cuma vocer burger king aja,netral
stop make gojek setelah di fikir fikir makin lama ongkir gofoodnya makin mahaldulu yg jaraknya deket paling rbrb sekarang yg deket rbrb apalagi yg jauh 🙄,negatif
the best aplikasi amandan cepatsangat membantuterima kasih gojek,positif
mau verifikasi email gak bisa katanya udah terdaftar padahal pengen ganti sama email ku yang aktif skrng,positif
ketika aku memakai ngojek ini tiba ada suara telp yang salah nomor terus kita tidak jawabnamun nomornya tidak berhenti😤😠😡,negatif
bagus aja tapi gopaynya lebih bagus kalo mau transfer dana gopay ke temen ga perlu pke ktp kalau pelajar atau yg blm punya ktp atau paspor kan susah jadinya tolong ya min,netral
perbaikin lagi sistem nya ya terutama sistem pembayalan pesanan ribet mending grab,negatif
gojek gak rekomen buat pencairan dana insentif prakerja slalu cair paling belakang daripada ewallet yg lain bahkan bisa seminggu lebih dari jadwal,negatif
sangan memudahkan saya dalam belanja gk ribet bawa uang kes banyak kejutan seperti focer belanja casbak dll,positif
ganti kartu buat beli pulsa pake saldo tokopedia malah promo di gojek ilang semua padahal gaada hubunganya hadeeh,negatif
kebanyakan biaya tambahan ini itu bukannya makin henat malah makin boros mending beli offline tolonglah jgn serakah  kan sdh dpt jatah,negatif
pakai gosend menentukan pengambilan paket hanya berdasarkan peta dan tidak terdeteksi alamatnya,negatif
oke setelah telepon cs dan email ke costumerservice akhirnya masalah saya terselesaikan terima kasih gojek,positif
kemarin tanggal  saya mengirimkan gopay ke bank bni tapi mengapa uang belum diterima padahal saldo sudah di potong dan pembayarannya berhasil tolong kembalikan dana,negatif
mohon maaf sebelumnyapt gojeksaya tidak merasa tidak melakukan pelanggaran dan saya sudah menjalankan order sesuai sop mekanisme dari pt gojekmohon kepada gojek agar mencabut putus mitra saya agar saya bisa kembali aktif kembalisaya mohon bantuannyaterima kasih,positif
atittude drivernya di utamain bosqusaya pesen krn ga bergerak titik kordinatnya saya cancelpesen lg yg berikutnyaeh ternyata si gojek preman ga jauh dari tmpt saya dijemput di jegat sambil ngomel kata diasaya disini nungguin lha knp bpk ga cari saya kt dia manja bngetttrus blg taee lowkwkk ada yaaah org kek gtu,negatif
ini kenapa yaa kok gabisa ngeliat pesenan go food saya gini ini kan susah kalo mau ngecek pesenannya udah diperbarui padahal,netral
aplikasi nya makin ke sini makin gak jelassss u dah deh gulung tiker aja lo biar grab aja yg ada indonesia grab tau cara nyenengin customer nya,negatif
sayang banget kalo pas lagi hujan susah banget cari gojek sampe di cancel tak ulangi pencarian malah di blokir,negatif
admin gojek tidak membantu saya saya mau memulihkan akun saya dikarenakan tidak bisa login dikarenakan nomor hp saya hilang dan email saya lupa kata sandi saya mau memulihkan tapi tidak dibantu,negatif
sudah lapor dan menerima nomer tiket dan direspon hanya boot by email semoga ada sla nya sangat kecewa terima kasih,negatif
sopir gocar nya sombong semua yg di banjarmasin hanya beberapa sopir yg tidak pilih penumpangsaya akan uninstall aplikasi dan pindah ke aplikasi lainpayah kasih suspen aja para driver yg jual mahal ituuu,negatif
tolong buat recruitment mitra terutama taksinya harap disertakan skck dan skkb soalnya beberapa kali etikanya kurang  seakan suka ngancam dengan bintang bintang apalah itu,negatif
cs nya slow respon tf duit menunggu terus parah aplikasi lain ga harus nunggu xjam 👎👎👎👎 kalau bisa kasih ulasan ga pake bintang mending ga kasih bintang skalian,negatif
kok sekarang jadi banyak masalahnya sih terus gk bisa chat abang gojeknya gk seru ah jadi aku gak bisa kasi tau kalau ada sesuatu 😡😡😡😡,negatif
kenapa mau topup pake indomaret kok malah ga bisa bisa tolong diperbaiki,positif
sebenarnya cukup membantu tapi sayang banyak driver yg pemalas n pembohong pemalas  karena kalo dapet orderan yg dia rasa cukup jauh dia ga mau antar jadi minta di cancel pembohong suka banyak alasan biar cust mengcancel  pura motor mogok ban bocor lah motor rusak dll padahal dia yang ga mau antar karena dirasa jauh,negatif
aplikasi ini membantu sekali untukku yg ga bisa berkendara sukses selalu untuk gojek dan sehat sll untuk semua driver seindonesia,positif
oke kerena respon komplen email udah beres akun kembli jugasaya kasih bintang terimaksih atas responsalam sukses,positif
udh diupdet bru bca komen mau dibatalin udh ndk bisa dan terjdi sinyal bgus dibilang jlek padahal udh lama bnget pkai gojek plisss diperbaiki ya,negatif
sangat di rekomendasikan untuk uninstall aplikasi gojek tinggal di kota dapet drivernya lama sekali mana ga bisa di batalin sangat kecewa sama gojek,negatif
aplikasi kontoool kaga bisa dibatalin kalo order  badjingan kayak gini gue rugi  ga bisa irit,negatif
ah sekarang dapat driver jauhjauh nunggu y lama gojek tolong sistem kaya dulu lagi dapat driver yang terdekat biar tidak nunggu driver lama,negatif
aplikasi macam apa inipulang kantor hampir jam ngoder baru ada yang ambilsetelah curhat sama driver katanya pihak gojek sedang tidak menghargai usaha driverpoint dijam sibuk mereka dihapuskan dan kalau mau dapat bonus harus narik dari pagi sampai malamsedangkan driver harus jemput dan antar macet macetantolong hargai usaha pekerjanyatidak ada mitra kalian tutup,negatif
kok saya mau order di go mart gak bisa sih saya sudah pencet add tapi gk ada respon ama gak ada di cart nya  gimana nih bisa dibantu tidak,netral
tolong tambahkan fitur alasan driver membatalkan pesanan karna saya sudah menunggu lama tdk ada konfirmasi tiba dibatalkan,netral
gojek kok hbs d update kl cr driver jd agak ngaco ya bbrp kl sy cb knp kl cr driver k lokasi pnjmptan sula jauh bgt sm titik jmptlalu q cb cancelbgtu dpt  lrg dr  menit sudah suka sampaiitu knp ya,netral
mntp klo msi kecil g ad atm buat simpen tpi sni aman praktis semoga kedepannya lebih kern lgi pembayaran lebih mudah,positif
tolong untuk pengguna baru diberikan kemudahan untuk menggunakan layananharusnya diberikan cara penggunaan dan memesan bagaimanabanyak orang makin bingung menggunakan layanan gojek sekarangtolong applikasi anak bangsa bikin yg simple untuk akses,negatif
mantap saat pesanan makanan tidak menunggu terlalu lama abg gojek nya langsung respon dan diantar dialamat yg saya pesan terima kasih gojek smg semakin sukses,positif
wajar saja sekarang gojek sepi karena aplikasi ini yg bikin susah untuk memesan layanan nya seperti goride gofoodgomartdll tolong dibenahi kembali kasihan para driver yg sehari paling banyak cuma dapet  tarikan saja,negatif
itu dibeneri map nya suka jalan gak jelas kendaraan nya kan kasian sama driver kena marah sama customer karena salah paham,negatif
jujur saya sangat kecewa terhadap aplikasi gojek nomor hp saya sudah benar tapi kenapa eror semoga aplikasi ini akan kembali baik lagi kedepannya,negatif
mau makan sahur diboongin sama drivernya chatnya disuruh nunggu sampai mau imsak nunggu az pas ditanya masih lama langsung dicancel driver apa gak bisa lacak lagi ya drivernya,negatif
udah ga pernah dapet voucher gofood  padahal udah level juragan waktunya pindah ke sebelah kalo gitu wkwkwk bye bye,negatif
tolong untuk gojek lebih diperhatikan lagi saya pesan dibatalkan driver dan dapat rute lebih jauh sehingga saya mengalami keterlambatan alasan driver membatalkan karena rute jauh dan tarif murah padahal promo dari gojek sendiri,positif
tolong dong gojek di perbaikkin sy pesen smpe gonta ganti driver gk kasian apa sm restonya,negatif
tolong di tingkatkan lagi terkadanf saldo gopay gak masuk dan tolong buat pembelian uc pubg mobile diadain terima kasih,netral
saya customer setia ojol kadang gojek kadang aplikasi yg lain tapi kenapa tiap ngobrol dengan driver gojek banyak yg ngeluh ga seperti aplikasi ojol yg lain terlalu kaku terlalu banyak aturan katanya,negatif
ganti owner bukanya stabil malah sistemnya semakin bobrok  dasar rusak skarang ini aplikasi,negatif
saya mau login sudah saya sambungin ke facebook tapi kenapa gak bisa login maaf saya bintang  aja,negatif
kok ga bisa di instal ya apa versi skarang hanya bisa di os tertentu pdhl udah di update mlh ga bsa di instal mengecewakan,negatif
baiksayang promo gofood seringnya bagi pengguna gopayjarang ada promo untuk pembayaran cash,positif
downloadnya suka lama padahal udh  tp belom ke instal² padahal saya lagi buru² sekalii,negatif
